city,URL,title,date,time,venue,details,user,tags,Rank
seattle,https://www.eventbrite.com/e/online-speed-dating-for-seattle-washington-singles-tickets-387710050197?aff=ebdssbdestsearch,"Online Speed Dating For Seattle, Washington Singles",10/27/2022,"Thu, Dec 8, 2022, 9:00 PM PDT","Seattle Seattle Online Seattle, WA 98122","Grab some snacks and maybe even a cocktail and enjoy this revolutionary new way to meet other fun singles in your city from the comfort of your own home. It's an exciting new twist on online speed dating! Let's face it, we're all tired of swiping over and over again on people who may or may not look like or be like the person they're portraying on the apps. A Play & Date online speed dating event is a much better way to meet someone because you actually get to talk to someone on video before committing to a real life date. This is the safest and best way to meet someone!
Our friendly host will welcome everyone and then you'll be grouped off into breakout rooms where you'll get to meet, chat with and play fun social games with other singles. At the end of the event you'll be able to indicate  people you'd like to talk to again in the future through our matching system. If they're also interested in you we'll give you each other's contact information. Find out why this event has been called, ""The absolute best way to meet quality singles in the modern age"". No more endless swiping on dating apps!
WHAT MAKES THIS EVENT DIFFERENT?
This is entirely new and revolutionary type of speed dating event! We love the idea of traditional speed dating but sometimes it's hard to come up with things to talk about. That's why at a Play & Date speed dating event you'll have fun, easy games to play to get to know everyone instead of dealing with the usual dating ""job interview"" type questions. We find that it's a much better way to get to know someone! You'll be put in Zoom breakout rooms with a small group of singles and you'll play fun icebreaker style games that will help you get to know each other. Essentially you'll work with the other people as a team and compare answers with the other teams (we explain the games in more detail below).  Throughout the game we'll switch up the groups/teams so you'll get to meet all of the singles in attendance from your city. 
* At each event we'll have a few different cities in attendance and sometimes we may mix in some singles from different cities into your group... but don't worry... we'll make sure you get to meet all the singles in attendance from your city **
HOW THE MATCHING WORKS:
At the end of the event you'll be able to select those you'd like to see again. If they mutually matched with you, our host will send you each others' email addresses within 24 hours of the event. The matches are done through our unique and safe matching system! 
WE DO THESE EVENTS EVERY WEEK OR SO AND WE SLIGHTLY CHANGE UP THE AGE RANGE FOR EACH EVENT. THE AGE RANGES ARE ONLY ""SUGGESTED"" SO IF YOU'RE WITHIN A FEW YEARS OF THE SUGGESTED AGES FOR AN EVENT YOU'RE STILL WELCOME TO ATTEND. CHECK OUR UPCOMING SCHEDULE BELOW TO SEE THE AGE RANGES FOR EACH EVENT DATE.
---------------------------------------------------
SCHEDULE:
DECEMBER 8th - Ages 30s, 40s & 50s
DECEMBER 22nd - Ages 20s, 30s & 40s
---------------------------------------------------

WHAT KIND OF GAMES WILL WE BE PLAYING?
The fun games are set up to break the ice, help you gauge compatibility and make quality connections. An example game we like to play is ""Dating Feud"" which is similar to the popular prime time TV show we all know. In this game you and your dates will be asked fun relationship style questions like, ""Name a gift that women love men to give them"". You will work together with a small group of singles to come up with what you think is the most popular answer and then you'll find out if you got the top answer. Another game we play is ""Would You Rather"" where we ask you fun questions like ""Would you rather live the rest of your life without ever being able to watch and movie/TV show or would you rather never be able to listen to any song/music again?"". You answer the question and then you have to try and pick the most popular answer.  You're then brought back from the breakout room into the main room to hear how everyone else answered the question. It's so much fun!
Thousands of people have met at our events and we've witnessed countless relationships formed. In fact, because you really get to know people during the games, the chances of meeting someone at Play & Date speed dating events are much higher than online dating apps or traditional speed dating events.

MORE DETAILS:
* Once you sign up, you'll be given a link to join a group of other people via video on Zoom. All you need is a laptop, phone or tablet to take part in the event. You'll enjoy an evening of meeting new people, fun social interactions and games. Our friendly host will be with you live via video orchestrating the event and even making introductions among the group so you'll get to know the other people attending. It's so much fun!

WHAT PEOPLE ARE SAYING ABOUT THE EVENT:
""As a busy professional, I just don't have time to get out and meet people as much as I'd like so this event was like a Godsend for me. It was a refreshingly fantastic experience."" - Jennifer S.
""The games are the perfect way to tell if you have chemistry with the the other  people."" - Emma D.
""What a fabulous concept. I met some great people and I started dating one of the guys I met  during the event."" - Hannah M.
""That was an absolute blast!"" - Laura D.
""I loved the games because it takes the pressure off having to come up with things to talk about so there is no time for awkward silences. It's makes a great ice breaker."" - Gavin B.

WHY THIS EVENT WORKS!
For many years we organized in person traditional speed dating events. While waiting for everyone to show up, the host would do some icebreaker style games to ""kill time"" until everyone arrived. We noticed something fascinating begin to happen. People got to know each other better and made more connections during the games than they did during the actual speed dating rounds! The games sparked so much conversation and laughs that we thought, ""Wow, we should make an entire event like this!"". And that is how our Play & Date online speed dating events were born.

QUICK NOTE: THESE EVENTS WILL LIKELY SELL OUT BY EVENT TIME AND WE HAVE LIMITED SPOTS AVAILABLE  AT EACH EVENT SO GRAB YOUR TICKET ASAP!

FAQ:
IF I ATTENDED A PAST EVENT PLAY & DATE SPEED DATING, CAN I SIGN UP FOR THIS ONE?
Yes, In fact we never use repeat questions and we always change up the games so feel free to sign up with as many of our upcoming events as you'd like and meet more people!

HOW DO I JOIN THE EVENT?
After you sign up on to Eventbrite we will send you a Zoom link with an invitation to join the event. We'll send you that link by the day of the event. If for some reason you don't see an email from us by the event date, make sure to check your spam folder in case it ended up there by accident.

HOW MANY WILL BE PARTICIPATING?
We expect between 6 and 15 people from your city in attendance (it varies from event to event but we do our best to get a good amount of people and keep the genders fairly balanced). We do not exactly gender balance the events so sometimes we have a few more women than men and other times we have a few more men than women. We have several cities participating at each event but we make sure you get to meet all the singles in your city.  

HOW DO I ACCESS THE EVENT?
We will email you the link to the Zoom event on the day of the event.

WHAT DO I NEED TO ATTEND?
All you need is your computer or your smart phone or tablet (Computer or tablet is recommended over a phone)

HOW STRICT IS THE LISTED AGE RANGE?
The age range listed is a suggestion. If you're within a few of years older or younger than the listed age range, you're welcome to attend.

IS THERE A REFUND POLICY?
If you need to cancel, please email us and we can transfer you to a future event. However we do not offer transfers if you cancel on the day of the event or don't show up.


",,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Parties', 'Seattle Home & Lifestyle Parties', '#event', '#events', '#singles', '#maryland', '#baltimore', '#speeddating', '#singles_events', '#speed_date', '#speed_dating', '#baltimore_events']",566
seattle,https://www.eventbrite.com/e/pawa-holiday-paint-in-december-2022-tickets-453946334707?aff=ebdssbdestsearch,"PAWA Holiday Paint-In - December, 2022",12/3/2022,10:00 AM – 4:00 PM PST,"ArtWorks 201 2nd Avenue Edmonds, WA 98020","PAWA's favorite annual event is here again! Join with your fellow PAWA painters at ArtWorks Edmonds for a fun day of indoor painting. We will have still life set-ups and a model or two for you to paint. 
Facilitators:
Janelle Kroner (360) 898- 0233 president@pleinairwashingtonartists.com
Susan McManamen (425) 280-0402 email: susanpaintsoils@gmail.com
Please bring something to share at our potluck lunch.
 We will also have a quick meeting announcing next year's events. 
ArtWorks is an artist workspace, so easels and chairs are available. Free p?arking is available outside of ArtWorks, or on nearby  streets. Check parking restrictions if you park on the local streets.
P?lease help with the clean up after the event, many hands make light work and ensures our facilitators will help with future events.
The wearing of masks is optional.
This event is open to all Plein Air Washington Artists members. If you would like to be a member, please go to our website, https://pleinairwashingtonartists.com/join-pawa/ or if you'd like to come and learn about our group, please contact us. 
",Plein Air Washington Artists,"['United States Events', 'Washington Events', 'Things to do in Edmonds, WA', 'Edmonds Networking', 'Edmonds Hobbies Networking']",567
seattle,https://www.eventbrite.com/e/town-hall-seattle-sube-presents-childrens-book-day-tickets-442018899427?aff=ebdssbdestsearch,Town Hall Seattle & S.U.B.E. Presents Children's Book Day,12/3/2022,12:00 PM – 3:00 PM PST,"Town Hall Seattle 1119 8th Avenue Seattle, WA 98101","Town Hall Seattle and the Seattle Urban Book Expo are excited to bring the great city of Seattle a book festival filled with family fun, adventure, and children books!
Come and say hi to  a host of talented bipoc authors on 12/3 as they will share books and love for children's literature. 
Event is free for everyone! Mark you calendars! Bring the family!

",Jeffrey Lee Cheatham II,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Festivals', 'Seattle Hobbies Festivals', '#family', '#community', '#townhall', '#seattle', '#bipoc', '#picturebook', '#family_friendly', '#family_fun', '#childrens_activities', '#seattleurbanbookexpo']",568
seattle,https://www.eventbrite.com/e/sin-ti-a-night-of-heartbreak-to-benefit-andres-dental-surgery-tickets-464697471647?aff=ebdssbdestsearch,Sin Ti: A Night of Heartbreak to Benefit Andres' Dental Surgery,12/4/2022,6:30 PM – 9:00 PM PST,"The Rendezvous 2322 2nd Avenue Seattle, WA 98121","Join us for an evening of heartbreak and fundraising, processed through music and spoken word. Starring Andres Jose, MQULTRA and  Timothy Van Buren . Featuring special guests There's More and Delia Gomez. 
Sunday December 4, 2022
Doors: 630p, Show: 7p. The Rendezvous Grotto 2322 2nd Ave 
Tickets: $20 (All proceeds will benefit Andres' dental fund) 
",Andres Jose,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Arts Performances']",569
seattle,https://www.eventbrite.com/e/comedy-night-at-long-cellars-tickets-466823420417?aff=ebdssbdestsearch,Comedy night at Long Cellars!,12/9/2022,7:30 PM – 9:30 PM PST,"Long Cellars 19510 144th Avenue Northeast #Suite A-6 Woodinville, WA 98072","Long Cellars is finally having their first stand-up comedy show! Who better than to headline the show than local favorites Gabriel Rutledge (headliner) and Scott Losse (opening act). Seating is limited to 50 people. Doors open at 6:30. Let's have some fun! 
",Long Cellars,"['United States Events', 'Washington Events', 'Things to do in Woodinville, WA', 'Woodinville Performances', 'Woodinville Arts Performances', '#winery', '#comedyshow', '#standupcomedy']",570
seattle,https://www.eventbrite.com/e/reel-black-sidney-poitier-and-the-legacy-of-black-film-tickets-433110353727?aff=ebdssbdestsearch,REEL BLACK: Sidney Poitier and the Legacy of Black Film,12/6/2022,6:00 PM – 8:30 PM PST,"Langston Hughes Performing Arts Institute 104 17th Avenue South Seattle, WA 98144","Poitier not only upended the kinds of movies Hollywood made but how they were filmed. For decades, Black and white actors had been shot with similar lighting, leading to an unnatural glare and loss of facial features of Black performers. In the 1967 production In the Heat of the Night, Poitier asked the cinematographer Haskell Wexler to adjust the lighting for Poitier so the actor’s features were as clear as those of white cast members. This would forever alter the course for thousands of Black actors all over the world, as their ability for their performances to be filmed correctly entered into the discourse, and continues to this day.



Poitier lived a life of service to racial and societal justice, including being a founding member of the Committee for the Negro in the Arts (CNA), a leftist group of Black artists that led him to be blacklisted during the height of the McCarthy era anti-Communism. At the behest of his friend Dr. Martin Luther King Jr, Poitier was asked to deliver $70,000 to southern civil rights activists and was pursued and shot out in a high-speed chase in Jackson, Mississippi. Swearing never to return to the American south, he broke that promise to film his seminal movie, In the Heat of the Night. Sidney Poitier’s life was full of the immeasurable burden of being a Black leading man during a time when Hollywood allowed so few others to walk with him. His legacy stands tall as an icon, a beacon, and a trailblazer not only as an actor but as a man.
",Langston Seattle,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Screenings', 'Seattle Film & Media Screenings']",571
seattle,https://www.eventbrite.com/e/seattle-101-registration-15025694256?aff=ebdssbdestsearch,Seattle 101,5/27/2021,"Sat, Dec 31, 2022, 1:00 PM PDT","Victor Steinbrueck Park (Between the 2 totem poles) 2001 Western Avenue Seattle, WA 98121","Seattle 101 is our flagship tour! Our unique take on Seattle and your insider’s guide to the Emerald City. Immerse yourself in our beautiful downtown. Stroll through the past in Seattle’s historic Pioneer Square. Walk Seattle’s beautiful waterfront and let the enticing ferries convince you to take a ride. Snap wonderful photos of the skyline, key landmarks and surrounding mountains. Learn about the best happy hours and most engaging activities in town. Don’t just come to Seattle, experience Seattle!  Highlights:
 
*Tours do not operate in dangerous or severe weather. Tours may also be canceled in rare emergency situations. Check the tour calendar for updated information.
",Seattle Free Walking Tours,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Tours', 'Seattle Travel & Outdoor Tours', '#history', '#free', '#tour', '#seattle', '#walking_tour']",572
seattle,https://www.eventbrite.com/e/asta-greater-seattle-holiday-showcase-2022-tickets-368099454377?aff=ebdssbdestsearch,ASTA Greater Seattle Holiday Showcase - 2022,12/7/2022,,"Efeste 19730 144th Avenue Northeast Woodinville, WA 98072","We look forward to hosting our valuable Travel Advisor members along with an assortment of our favorite suppliers who are excited to share with you what they have to offer for your clients. 
Enjoy some networking along with great wine, food and prizes!
Please note, you must be an agent for a legitimate agency to attend. No multi marketing agency employees/agents are permitted. 
If you are not a member of ASTA, a business card will be required to enter. 
Please note, business casual attire or your favorite holiday outfit is required. 
If you are traveling from out of town, visit our event page at: www.astaseattle.org/holiday2022.html for options on lodging. 
**All registrations are non - refundable
Visit www.astaseattle.org/holiday2022 for a complete list of all suppliers that will be joining us!

",Greater Seattle Chapter of ASTA/ASTA Small Business Network,"['United States Events', 'Washington Events', 'Things to do in Woodinville, WA', 'Woodinville Expos', 'Woodinville Travel & Outdoor Expos']",573
seattle,https://www.eventbrite.com/e/2nd-annual-a-christmas-blessing-2022-tickets-471653256587?aff=ebdssbdestsearch,2nd Annual A Christmas Blessing 2022,12/17/2022,12:00 PM – 4:30 PM PST,"Garfield Community Center 2323 East Cherry Street Seattle, WA 98122","We are gifting 50 families toys. Must meet the income requirements. To apply fill out the form under recipient tickets. 
",,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Other', 'Seattle Charity & Causes Other', '#christmas']",574
seattle,https://www.eventbrite.com/e/women-wine-wills-tickets-452193431727?aff=ebdssbdestsearch,"Women, Wine & Wills",12/6/2022,6:00 PM – 8:00 PM PST,"Structure Cellars 3901 1ST. AVE SOUTH Seattle, WA 98134","Enjoy a glass of wine and meet Jenny Ling, an experienced estate planning attorney, and Beth Percival, Financial Advisor at Edward Jones, at this FREE, in-person event. 



We will discuss essential considerations for estate and financial planning. You'll learn how comprehensive planning will enable you to have confidence knowing that you have a plan for your family and your future. 



We will discuss: 

· What does your family need if you aren’t here to care for them;

 · What happens if you don't make an estate plan;

 · What to consider when creating your Will;

 · How to protect your money, even after you’re gone;

 · Guardian nomination for minor children;

 · The importance of incapacity planning;

 · How wise and thoughtful planning can protect your adult children;

 · The benefits of trust planning; and

 · How you can get your estate planning done virtually from the comfort of home.
PLEASE NOTE: This is an indoor, in-person event, contingent upon the advice of public health officials.
At The Law Offices of Jenny Ling, PLLC, our focus is on making sure you and your family are taken care of, whether it be estate planning, small business advising, kids protection planning, real property investing, or advising in times of financial distress. We call it planning for your legal life. 



Jenny Ling focuses her practice on estate planning, real estate and business needs of her clients. Jenny completed her law degree at Seattle University School of Law. She excels in guiding her clients through the often confusing maze of financial and legal decisions to create plans to ensure the well-being of their families and the accomplishment of cherished goals. Her considerable legal expertise includes family protection, wealth preservation, and values-based planning, as well as planning strategies for unmarried couples and divorced individuals. 


Beth Percival, financial advisor with Edward Jones, believes talking about your goals with someone is often what it takes to make them a reality. ""I am passionate about helping new investors get started and helping experienced investors stay on track. Whether you need to save to purchase a home, save for a child's college education or plan for retirement, I can help."" 



Please contact me if you have any questions. I want to be a resource for you. My goal is to help individual investors develop a personalized investment strategy geared toward their unique, long-term financial goals. 

Follow me on Facebook: Edward Jones-Financial Advisor Beth Percival
","The Law Offices of Jenny Ling, PLLC","['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Classes', 'Seattle Business Classes', '#seattle', '#financialplanning', '#estateplanning', '#estateplanningattorney', '#financial_planning', '#estate_planning', '#trusts_and_wills', '#estate_planning_wills', '#estate_planning__wills', '#trusts_and_estates']",575
